date,blood_type,demand
2019-11-06,o,500
2019-11-07,a,359
2019-11-07,ab,107
2019-11-07,b,382
2019-11-07,o,558
2019-11-08,a,182
2019-11-08,ab,55
2019-11-08,b,293
2019-11-08,o,373
2019-11-09,a,491
2019-11-09,ab,165
2019-11-09,b,648
2019-11-09,o,948
2019-11-10,a,615
2019-11-10,ab,168
2019-11-10,b,591
2019-11-10,o,872
2019-11-11,a,177
2019-11-11,ab,67
2019-11-11,b,207
2019-11-11,o,310
2019-11-12,a,388
2019-11-12,ab,74
2019-11-12,b,349
2019-11-12,o,507
2019-11-13,a,342
2019-11-13,ab,111
2019-11-13,b,438
2019-11-13,o,689
2019-11-14,a,345
2019-11-14,ab,100
2019-11-14,b,417
2019-11-14,o,1235
2019-11-15,a,190
2019-11-15,ab,46
2019-11-15,b,258
2019-11-15,o,300
2019-11-16,a,279
2019-11-16,ab,115
2019-11-16,b,365
2019-11-16,o,460
2019-11-17,a,466
2019-11-17,ab,137
2019-11-17,b,578
2019-11-17,o,701
2019-11-18,a,176
2019-11-18,ab,44
2019-11-18,b,264
2019-11-18,o,316
2019-11-19,a,366
2019-11-19,ab,87
2019-11-19,b,532
2019-11-19,o,560
2019-11-20,a,308
2019-11-20,ab,117
2019-11-20,b,468
2019-11-20,o,632
2019-11-21,a,465
2019-11-21,ab,129
2019-11-21,b,488
2019-11-21,o,612
2019-11-22,a,209
2019-11-22,ab,65
2019-11-22,b,498
2019-11-22,o,353
2019-11-23,a,331
2019-11-23,ab,71
2019-11-23,b,465
2019-11-23,o,490
2019-11-24,a,436
2019-11-24,ab,107
2019-11-24,b,639
2019-11-24,o,984
2019-11-25,a,174
2019-11-25,ab,53
2019-11-25,b,240
2019-11-25,o,264
2019-11-26,a,471
2019-11-26,ab,134
2019-11-26,b,613
2019-11-26,o,644
2019-11-27,a,437
2019-11-27,ab,98
2019-11-27,b,590
2019-11-27,o,635
2019-11-28,a,555
2019-11-28,ab,89
2019-11-28,b,473
2019-11-28,o,540
2019-11-29,a,224
2019-11-29,ab,64
2019-11-29,b,312
2019-11-29,o,349
2019-11-30,a,332
2019-11-30,ab,107
2019-11-30,b,469
2019-11-30,o,906
2019-12-01,a,492
2019-12-01,ab,196
2019-12-01,b,596
2019-12-01,o,868
2019-12-02,a,169
2019-12-02,ab,70
2019-12-02,b,260
2019-12-02,o,619
2019-12-03,a,229
2019-12-03,ab,87
2019-12-03,b,467
2019-12-03,o,510
2019-12-04,a,336
2019-12-04,ab,122
2019-12-04,b,426
2019-12-04,o,388
2019-12-05,a,247
2019-12-05,ab,93
2019-12-05,b,431
2019-12-05,o,450
2019-12-06,a,173
2019-12-06,ab,57
2019-12-06,b,220
2019-12-06,o,298
2019-12-07,a,296
2019-12-07,ab,85
2019-12-07,b,436
2019-12-07,o,498
2019-12-08,a,461
2019-12-08,ab,112
2019-12-08,b,517
2019-12-08,o,664
2019-12-09,a,205
2019-12-09,ab,74
2019-12-09,b,278
2019-12-09,o,338
2019-12-10,a,447
2019-12-10,ab,159
2019-12-10,b,608
2019-12-10,o,1003
2019-12-11,a,411
2019-12-11,ab,103
2019-12-11,b,473
2019-12-11,o,407
2019-12-12,a,503
2019-12-12,ab,123
2019-12-12,b,523
2019-12-12,o,663
2019-12-13,a,218
2019-12-13,ab,63
2019-12-13,b,295
2019-12-13,o,330
2019-12-14,a,333
2019-12-14,ab,131
2019-12-14,b,409
2019-12-14,o,445
2019-12-15,a,601
2019-12-15,ab,320
2019-12-15,b,793
2019-12-15,o,969
2019-12-16,a,313
2019-12-16,ab,97
2019-12-16,b,368
2019-12-16,o,434
2019-12-17,a,412
2019-12-17,ab,114
2019-12-17,b,537
2019-12-17,o,526
2019-12-18,a,349
2019-12-18,ab,81
2019-12-18,b,530
2019-12-18,o,767
2019-12-19,a,293
2019-12-19,ab,113
2019-12-19,b,515
2019-12-19,o,498
2019-12-20,a,275
2019-12-20,ab,72
2019-12-20,b,357
2019-12-20,o,459
2019-12-21,a,271
2019-12-21,ab,75
2019-12-21,b,296
2019-12-21,o,425
2019-12-22,a,412
2019-12-22,ab,104
2019-12-22,b,500
2019-12-22,o,673
2019-12-23,a,167
2019-12-23,ab,53
2019-12-23,b,224
2019-12-23,o,257
2019-12-24,a,207
2019-12-24,ab,54
2019-12-24,b,244
2019-12-24,o,279
2019-12-25,a,328
2019-12-25,ab,80
2019-12-25,b,403
2019-12-25,o,449
2019-12-26,a,251
2019-12-26,ab,69
2019-12-26,b,381
2019-12-26,o,422
2019-12-27,a,294
2019-12-27,ab,51
2019-12-27,b,260
2019-12-27,o,263
2019-12-28,a,271
2019-12-28,ab,87
2019-12-28,b,394
2019-12-28,o,398
2019-12-29,a,526
2019-12-29,ab,127
2019-12-29,b,509
2019-12-29,o,755
2019-12-30,a,198
2019-12-30,ab,47
2019-12-30,b,283
2019-12-30,o,269
2019-12-31,a,315
2019-12-31,ab,84
2019-12-31,b,321
2019-12-31,o,416
2020-01-01,a,387
2020-01-01,ab,114
2020-01-01,b,529
2020-01-01,o,585
2020-01-02,a,190
2020-01-02,ab,37
2020-01-02,b,176
2020-01-02,o,198
2020-01-03,a,220
2020-01-03,ab,41
2020-01-03,b,223
2020-01-03,o,297
2020-01-04,a,268
2020-01-04,ab,67
2020-01-04,b,376
2020-01-04,o,383
2020-01-05,a,522
2020-01-05,ab,109
2020-01-05,b,595
2020-01-05,o,706
2020-01-06,a,170
2020-01-06,ab,41
2020-01-06,b,222
2020-01-06,o,306
2020-01-07,a,308
2020-01-07,ab,86
2020-01-07,b,364
2020-01-07,o,440
2020-01-08,a,484
2020-01-08,ab,120
2020-01-08,b,635
2020-01-08,o,620
2020-01-09,a,274
2020-01-09,ab,72
2020-01-09,b,380
2020-01-09,o,511
2020-01-10,a,393
2020-01-10,ab,76
2020-01-10,b,462
2020-01-10,o,532
2020-01-11,a,493
2020-01-11,ab,78
2020-01-11,b,422
2020-01-11,o,451
2020-01-12,a,568
2020-01-12,ab,123
2020-01-12,b,623
2020-01-12,o,666
2020-01-13,a,196
2020-01-13,ab,48
2020-01-13,b,204
2020-01-13,o,308
2020-01-14,a,342
2020-01-14,ab,82
2020-01-14,b,398
2020-01-14,o,518
2020-01-15,a,467
2020-01-15,ab,117
2020-01-15,b,752
2020-01-15,o,826
2020-01-16,a,455
2020-01-16,ab,119
2020-01-16,b,534
2020-01-16,o,538
2020-01-17,a,229
2020-01-17,ab,61
2020-01-17,b,316
2020-01-17,o,364
2020-01-18,a,415
2020-01-18,ab,79
2020-01-18,b,614
2020-01-18,o,837
2020-01-19,a,522
2020-01-19,ab,132
2020-01-19,b,675
2020-01-19,o,711
2020-01-20,a,351
2020-01-20,ab,75
2020-01-20,b,361
2020-01-20,o,439
2020-01-21,a,454
2020-01-21,ab,121
2020-01-21,b,856
2020-01-21,o,544
2020-01-22,a,529
2020-01-22,ab,90
2020-01-22,b,731
2020-01-22,o,737
2020-01-23,a,317
2020-01-23,ab,118
2020-01-23,b,414
2020-01-23,o,508
2020-01-24,a,283
2020-01-24,ab,49
2020-01-24,b,290
2020-01-24,o,396
2020-01-25,a,284
2020-01-25,ab,57
2020-01-25,b,242
2020-01-25,o,392
2020-01-26,a,255
2020-01-26,ab,56
2020-01-26,b,304
2020-01-26,o,361
2020-01-27,a,230
2020-01-27,ab,62
2020-01-27,b,297
2020-01-27,o,387
2020-01-28,a,273
2020-01-28,ab,79
2020-01-28,b,341
2020-01-28,o,499
2020-01-29,a,485
2020-01-29,ab,109
2020-01-29,b,338
2020-01-29,o,598
2020-01-30,a,364
2020-01-30,ab,80
2020-01-30,b,467
2020-01-30,o,519
2020-01-31,a,220
2020-01-31,ab,45
2020-01-31,b,245
2020-01-31,o,318
2020-02-01,a,305
2020-02-01,ab,76
2020-02-01,b,353
2020-02-01,o,414
2020-02-02,a,406
2020-02-02,ab,111
2020-02-02,b,442
2020-02-02,o,549
2020-02-03,a,259
2020-02-03,ab,50
2020-02-03,b,273
2020-02-03,o,391
2020-02-04,a,321
2020-02-04,ab,103
2020-02-04,b,366
2020-02-04,o,453
2020-02-05,a,458
2020-02-05,ab,109
2020-02-05,b,609
2020-02-05,o,798
2020-02-06,a,457
2020-02-06,ab,105
2020-02-06,b,463
2020-02-06,o,747
2020-02-07,a,302
2020-02-07,ab,60
2020-02-07,b,301
2020-02-07,o,382
2020-02-08,a,608
2020-02-08,ab,175
2020-02-08,b,1000
2020-02-08,o,1009
2020-02-09,a,537
2020-02-09,ab,124
2020-02-09,b,593
2020-02-09,o,720
2020-02-10,a,234
2020-02-10,ab,50
2020-02-10,b,210
2020-02-10,o,478
2020-02-11,a,338
2020-02-11,ab,83
2020-02-11,b,453
2020-02-11,o,479
2020-02-12,a,790
2020-02-12,ab,95
2020-02-12,b,577
2020-02-12,o,690
2020-02-13,a,359
2020-02-13,ab,72
2020-02-13,b,410
2020-02-13,o,447
2020-02-14,a,216
2020-02-14,ab,52
2020-02-14,b,236
2020-02-14,o,318
2020-02-15,a,383
2020-02-15,ab,85
2020-02-15,b,398
2020-02-15,o,593
2020-02-16,a,661
2020-02-16,ab,95
2020-02-16,b,779
2020-02-16,o,961
2020-02-17,a,340
2020-02-17,ab,72
2020-02-17,b,374
2020-02-17,o,442
2020-02-18,a,346
2020-02-18,ab,79
2020-02-18,b,421
2020-02-18,o,488
2020-02-19,a,385
2020-02-19,ab,84
2020-02-19,b,511
2020-02-19,o,518
2020-02-20,a,446
2020-02-20,ab,101
2020-02-20,b,523
2020-02-20,o,740
2020-02-21,a,356
2020-02-21,ab,62
2020-02-21,b,390
2020-02-21,o,510
2020-02-22,a,535
2020-02-22,ab,95
2020-02-22,b,514
2020-02-22,o,664
2020-02-23,a,517
2020-02-23,ab,94
2020-02-23,b,564
2020-02-23,o,756
2020-02-24,a,237
2020-02-24,ab,39
2020-02-24,b,262
2020-02-24,o,407
2020-02-25,a,521
2020-02-25,ab,107
2020-02-25,b,559
2020-02-25,o,811
2020-02-26,a,1298
2020-02-26,ab,121
2020-02-26,b,653
2020-02-26,o,945
2020-02-27,a,422
2020-02-27,ab,85
2020-02-27,b,459
2020-02-27,o,474
2020-02-28,a,368
2020-02-28,ab,66
2020-02-28,b,362
2020-02-28,o,683
2020-02-29,a,542
2020-02-29,ab,86
2020-02-29,b,476
2020-02-29,o,699
2020-03-01,a,731
2020-03-01,ab,119
2020-03-01,b,647
2020-03-01,o,957
2020-03-02,a,327
2020-03-02,ab,61
2020-03-02,b,312
2020-03-02,o,465
2020-03-03,a,326
2020-03-03,ab,61
2020-03-03,b,376
2020-03-03,o,502
2020-03-04,a,523
2020-03-04,ab,122
2020-03-04,b,471
2020-03-04,o,779
2020-03-05,a,491
2020-03-05,ab,72
2020-03-05,b,520
2020-03-05,o,556
2020-03-06,a,283
2020-03-06,ab,46
2020-03-06,b,328
2020-03-06,o,325
2020-03-07,a,490
2020-03-07,ab,78
2020-03-07,b,462
2020-03-07,o,715
2020-03-08,a,670
2020-03-08,ab,97
2020-03-08,b,651
2020-03-08,o,1211
2020-03-09,a,261
2020-03-09,ab,58
2020-03-09,b,269
2020-03-09,o,471
2020-03-10,a,568
2020-03-10,ab,108
2020-03-10,b,581
2020-03-10,o,1500
2020-03-11,a,374
2020-03-11,ab,56
2020-03-11,b,315
2020-03-11,o,511
2020-03-12,a,465
2020-03-12,ab,79
2020-03-12,b,456
2020-03-12,o,594
2020-03-13,a,165
2020-03-13,ab,42
2020-03-13,b,216
2020-03-13,o,290
2020-03-14,a,364
2020-03-14,ab,83
2020-03-14,b,328
2020-03-14,o,533
2020-03-15,a,341
2020-03-15,ab,52
2020-03-15,b,432
2020-03-15,o,632
2020-03-16,a,160
2020-03-16,ab,22
2020-03-16,b,172
2020-03-16,o,222
2020-03-17,a,164
2020-03-17,ab,25
2020-03-17,b,181
2020-03-17,o,229
2020-03-18,a,127
2020-03-18,ab,18
2020-03-18,b,140
2020-03-18,o,162
2020-03-19,a,178
2020-03-19,ab,22
2020-03-19,b,325
2020-03-19,o,308
2020-03-20,a,262
2020-03-20,ab,34
2020-03-20,b,245
2020-03-20,o,324
2020-03-21,a,206
2020-03-21,ab,33
2020-03-21,b,177
2020-03-21,o,542
2020-03-22,a,95
2020-03-22,ab,25
2020-03-22,b,133
2020-03-22,o,179
2020-03-23,a,258
2020-03-23,ab,36
2020-03-23,b,296
2020-03-23,o,425
2020-03-24,a,329
2020-03-24,ab,70
2020-03-24,b,367
2020-03-24,o,476
2020-03-25,a,453
2020-03-25,ab,82
2020-03-25,b,434
2020-03-25,o,690
2020-03-26,a,345
2020-03-26,ab,60
2020-03-26,b,340
2020-03-26,o,767
2020-03-27,a,288
2020-03-27,ab,53
2020-03-27,b,301
2020-03-27,o,453
2020-03-28,a,230
2020-03-28,ab,44
2020-03-28,b,235
2020-03-28,o,616
2020-03-29,a,243
2020-03-29,ab,30
2020-03-29,b,216
2020-03-29,o,395
2020-03-30,a,266
2020-03-30,ab,29
2020-03-30,b,247
2020-03-30,o,371
2020-03-31,a,261
2020-03-31,ab,49
2020-03-31,b,268
2020-03-31,o,551
2020-04-01,a,241
2020-04-01,ab,47
2020-04-01,b,396
2020-04-01,o,397
2020-04-02,a,236
2020-04-02,ab,52
2020-04-02,b,260
2020-04-02,o,260
2020-04-03,a,147
2020-04-03,ab,20
2020-04-03,b,137
2020-04-03,o,206
2020-04-04,a,156
2020-04-04,ab,25
2020-04-04,b,138
2020-04-04,o,230
2020-04-05,a,150
2020-04-05,ab,27
2020-04-05,b,158
2020-04-05,o,251
2020-04-06,a,201
2020-04-06,ab,23
2020-04-06,b,190
2020-04-06,o,281
2020-04-07,a,212
2020-04-07,ab,41
2020-04-07,b,240
2020-04-07,o,339
2020-04-08,a,196
2020-04-08,ab,34
2020-04-08,b,198
2020-04-08,o,301
2020-04-09,a,197
2020-04-09,ab,22
2020-04-09,b,177
2020-04-09,o,306
2020-04-10,a,188
2020-04-10,ab,33
2020-04-10,b,183
2020-04-10,o,353
2020-04-11,a,249
2020-04-11,ab,37
2020-04-11,b,223
2020-04-11,o,391
2020-04-12,a,258
2020-04-12,ab,31
2020-04-12,b,209
2020-04-12,o,578
2020-04-13,a,312
2020-04-13,ab,32
2020-04-13,b,287
2020-04-13,o,606
2020-04-14,a,337
2020-04-14,ab,40
2020-04-14,b,274
2020-04-14,o,758
2020-04-15,a,370
2020-04-15,ab,64
2020-04-15,b,432
2020-04-15,o,863
2020-04-16,a,386
2020-04-16,ab,69
2020-04-16,b,466
2020-04-16,o,622
2020-04-17,a,321
2020-04-17,ab,47
2020-04-17,b,224
2020-04-17,o,585
2020-04-18,a,308
2020-04-18,ab,43
2020-04-18,b,268
2020-04-18,o,546
2020-04-19,a,286
2020-04-19,ab,53
2020-04-19,b,256
2020-04-19,o,497
2020-04-20,a,408
2020-04-20,ab,68
2020-04-20,b,479
2020-04-20,o,720
2020-04-21,a,577
2020-04-21,ab,119
2020-04-21,b,537
2020-04-21,o,1006
2020-04-22,a,493
2020-04-22,ab,96
2020-04-22,b,530
2020-04-22,o,1119
2020-04-23,a,498
2020-04-23,ab,73
2020-04-23,b,512
2020-04-23,o,879
2020-04-24,a,71
2020-04-24,ab,15
2020-04-24,b,111
2020-04-24,o,209
2020-04-25,a,129
2020-04-25,ab,18
2020-04-25,b,129
2020-04-25,o,271
2020-04-26,a,230
2020-04-26,ab,38
2020-04-26,b,182
2020-04-26,o,311
2020-04-27,a,219
2020-04-27,ab,45
2020-04-27,b,162
2020-04-27,o,345
2020-04-28,a,272
2020-04-28,ab,61
2020-04-28,b,276
2020-04-28,o,521
2020-04-29,a,283
2020-04-29,ab,58
2020-04-29,b,252
2020-04-29,o,603
2020-04-30,a,338
2020-04-30,ab,49
2020-04-30,b,317
2020-04-30,o,548
2020-05-01,a,340
2020-05-01,ab,57
2020-05-01,b,273
2020-05-01,o,511
2020-05-02,a,228
2020-05-02,ab,29
2020-05-02,b,196
2020-05-02,o,395
2020-05-03,a,297
2020-05-03,ab,47
2020-05-03,b,244
2020-05-03,o,510
2020-05-04,a,209
2020-05-04,ab,49
2020-05-04,b,190
2020-05-04,o,625
2020-05-05,a,235
2020-05-05,ab,52
2020-05-05,b,178
2020-05-05,o,366
2020-05-06,a,308
2020-05-06,ab,51
2020-05-06,b,269
2020-05-06,o,481
2020-05-07,a,469
2020-05-07,ab,87
2020-05-07,b,396
2020-05-07,o,904
2020-05-08,a,335
2020-05-08,ab,64
2020-05-08,b,232
2020-05-08,o,764
2020-05-09,a,250
2020-05-09,ab,50
2020-05-09,b,173
2020-05-09,o,477
2020-05-10,a,372
2020-05-10,ab,53
2020-05-10,b,282
2020-05-10,o,987
2020-05-11,a,278
2020-05-11,ab,92
2020-05-11,b,224
2020-05-11,o,614
2020-05-12,a,222
2020-05-12,ab,36
2020-05-12,b,197
2020-05-12,o,368
2020-05-13,a,237
2020-05-13,ab,59
2020-05-13,b,319
2020-05-13,o,372
2020-05-14,a,245
2020-05-14,ab,50
2020-05-14,b,239
2020-05-14,o,410
2020-05-15,a,241
2020-05-15,ab,44
2020-05-15,b,201
2020-05-15,o,359
2020-05-16,a,325
2020-05-16,ab,77
2020-05-16,b,328
2020-05-16,o,527
2020-05-17,a,492
2020-05-17,ab,91
2020-05-17,b,354
2020-05-17,o,801
2020-05-18,a,214
2020-05-18,ab,47
2020-05-18,b,226
2020-05-18,o,490
2020-05-19,a,259
2020-05-19,ab,58
2020-05-19,b,226
2020-05-19,o,500
2020-05-20,a,449
2020-05-20,ab,54
2020-05-20,b,324
2020-05-20,o,697
2020-05-21,a,732
2020-05-21,ab,99
2020-05-21,b,372
2020-05-21,o,742
2020-05-22,a,420
2020-05-22,ab,78
2020-05-22,b,290
2020-05-22,o,637
2020-05-23,a,251
2020-05-23,ab,68
2020-05-23,b,197
2020-05-23,o,441
2020-05-24,a,3
2020-05-24,ab,1
2020-05-24,b,3
2020-05-24,o,5
2020-05-25,a,208
2020-05-25,ab,45
2020-05-25,b,164
2020-05-25,o,283
2020-05-26,a,408
2020-05-26,ab,95
2020-05-26,b,382
2020-05-26,o,659
2020-05-27,a,501
2020-05-27,ab,107
2020-05-27,b,381
2020-05-27,o,821
2020-05-28,a,504
2020-05-28,ab,101
2020-05-28,b,418
2020-05-28,o,817
2020-05-29,a,473
2020-05-29,ab,121
2020-05-29,b,377
2020-05-29,o,701
2020-05-30,a,718
2020-05-30,ab,164
2020-05-30,b,540
2020-05-30,o,1298
2020-05-31,a,907
2020-05-31,ab,148
2020-05-31,b,639
2020-05-31,o,1342
2020-06-01,a,329
2020-06-01,ab,91
2020-06-01,b,281
2020-06-01,o,699
2020-06-02,a,410
2020-06-02,ab,101
2020-06-02,b,325
2020-06-02,o,633
2020-06-03,a,422
2020-06-03,ab,86
2020-06-03,b,343
2020-06-03,o,738
2020-06-04,a,375
2020-06-04,ab,76
2020-06-04,b,291
2020-06-04,o,697
2020-06-05,a,378
2020-06-05,ab,95
2020-06-05,b,284
2020-06-05,o,611
2020-06-06,a,609
2020-06-06,ab,148
2020-06-06,b,494
2020-06-06,o,1011
2020-06-07,a,669
2020-06-07,ab,126
2020-06-07,b,635
2020-06-07,o,1500
2020-06-08,a,391
2020-06-08,ab,88
2020-06-08,b,423
2020-06-08,o,908
2020-06-09,a,437
2020-06-09,ab,114
2020-06-09,b,375
2020-06-09,o,846
2020-06-10,a,347
2020-06-10,ab,61
2020-06-10,b,270
2020-06-10,o,514
2020-06-11,a,335
2020-06-11,ab,89
2020-06-11,b,314
2020-06-11,o,720
2020-06-12,a,278
2020-06-12,ab,42
2020-06-12,b,211
2020-06-12,o,422
2020-06-13,a,477
2020-06-13,ab,72
2020-06-13,b,406
2020-06-13,o,833
2020-06-14,a,664
2020-06-14,ab,178
2020-06-14,b,490
2020-06-14,o,1141
2020-06-15,a,243
2020-06-15,ab,70
2020-06-15,b,223
2020-06-15,o,623
2020-06-16,a,329
2020-06-16,ab,53
2020-06-16,b,224
2020-06-16,o,571
2020-06-17,a,412
2020-06-17,ab,101
2020-06-17,b,399
2020-06-17,o,692
2020-06-18,a,256
2020-06-18,ab,56
2020-06-18,b,181
2020-06-18,o,513
2020-06-19,a,327
2020-06-19,ab,70
2020-06-19,b,279
2020-06-19,o,610
2020-06-20,a,407
2020-06-20,ab,103
2020-06-20,b,414
2020-06-20,o,912
2020-06-21,a,545
2020-06-21,ab,114
2020-06-21,b,575
2020-06-21,o,1137
2020-06-22,a,175
2020-06-22,ab,59
2020-06-22,b,197
2020-06-22,o,385
2020-06-23,a,265
2020-06-23,ab,63
2020-06-23,b,251
2020-06-23,o,574
2020-06-24,a,332
2020-06-24,ab,70
2020-06-24,b,329
2020-06-24,o,496
2020-06-25,a,344
2020-06-25,ab,71
2020-06-25,b,334
2020-06-25,o,650
2020-06-26,a,212
2020-06-26,ab,40
2020-06-26,b,158
2020-06-26,o,348
2020-06-27,a,464
2020-06-27,ab,86
2020-06-27,b,445
2020-06-27,o,873
2020-06-28,a,616
2020-06-28,ab,156
2020-06-28,b,518
2020-06-28,o,1403
2020-06-29,a,176
2020-06-29,ab,48
2020-06-29,b,175
2020-06-29,o,397
2020-06-30,a,249
2020-06-30,ab,54
2020-06-30,b,237
2020-06-30,o,542
2020-07-01,a,303
2020-07-01,ab,75
2020-07-01,b,295
2020-07-01,o,562
2020-07-02,a,251
2020-07-02,ab,65
2020-07-02,b,258
2020-07-02,o,475
2020-07-03,a,167
2020-07-03,ab,52
2020-07-03,b,167
2020-07-03,o,321
2020-07-04,a,384
2020-07-04,ab,72
2020-07-04,b,317
2020-07-04,o,735
2020-07-05,a,528
2020-07-05,ab,102
2020-07-05,b,428
2020-07-05,o,1107
2020-07-06,a,289
2020-07-06,ab,54
2020-07-06,b,234
2020-07-06,o,539
2020-07-07,a,215
2020-07-07,ab,52
2020-07-07,b,237
2020-07-07,o,484
2020-07-08,a,285
2020-07-08,ab,85
2020-07-08,b,264
2020-07-08,o,583
2020-07-09,a,299
2020-07-09,ab,100
2020-07-09,b,252
2020-07-09,o,567
2020-07-10,a,204
2020-07-10,ab,51
2020-07-10,b,174
2020-07-10,o,370
2020-07-11,a,336
2020-07-11,ab,88
2020-07-11,b,541
2020-07-11,o,551
2020-07-12,a,539
2020-07-12,ab,147
2020-07-12,b,474
2020-07-12,o,1127
2020-07-13,a,226
2020-07-13,ab,62
2020-07-13,b,231
2020-07-13,o,532
2020-07-14,a,296
2020-07-14,ab,68
2020-07-14,b,278
2020-07-14,o,652
2020-07-15,a,349
2020-07-15,ab,91
2020-07-15,b,331
2020-07-15,o,609
2020-07-16,a,227
2020-07-16,ab,62
2020-07-16,b,186
2020-07-16,o,508
2020-07-17,a,326
2020-07-17,ab,67
2020-07-17,b,175
2020-07-17,o,408
2020-07-18,a,439
2020-07-18,ab,97
2020-07-18,b,365
2020-07-18,o,814
2020-07-19,a,478
2020-07-19,ab,137
2020-07-19,b,452
2020-07-19,o,1183
2020-07-20,a,198
2020-07-20,ab,58
2020-07-20,b,225
2020-07-20,o,428
2020-07-21,a,229
2020-07-21,ab,82
2020-07-21,b,257
2020-07-21,o,530
2020-07-22,a,362
2020-07-22,ab,120
2020-07-22,b,356
2020-07-22,o,765
2020-07-23,a,396
2020-07-23,ab,82
2020-07-23,b,363
2020-07-23,o,728
2020-07-24,a,208
2020-07-24,ab,68
2020-07-24,b,215
2020-07-24,o,458
2020-07-25,a,341
2020-07-25,ab,79
2020-07-25,b,334
2020-07-25,o,603
2020-07-26,a,368
2020-07-26,ab,164
2020-07-26,b,472
2020-07-26,o,997
2020-07-27,a,141
2020-07-27,ab,47
2020-07-27,b,138
2020-07-27,o,318
2020-07-28,a,239
2020-07-28,ab,69
2020-07-28,b,259
2020-07-28,o,402
2020-07-29,a,289
2020-07-29,ab,88
2020-07-29,b,282
2020-07-29,o,667
2020-07-30,a,213
2020-07-30,ab,53
2020-07-30,b,196
2020-07-30,o,503
2020-07-31,a,61
2020-07-31,ab,11
2020-07-31,b,76
2020-07-31,o,204
2020-08-01,a,121
2020-08-01,ab,27
2020-08-01,b,120
2020-08-01,o,334
2020-08-02,a,240
2020-08-02,ab,50
2020-08-02,b,267
2020-08-02,o,513
2020-08-03,a,133
2020-08-03,ab,48
2020-08-03,b,156
2020-08-03,o,562
2020-08-04,a,194
2020-08-04,ab,82
2020-08-04,b,274
2020-08-04,o,749
2020-08-05,a,290
2020-08-05,ab,81
2020-08-05,b,343
2020-08-05,o,720
2020-08-06,a,308
2020-08-06,ab,98
2020-08-06,b,315
2020-08-06,o,739
2020-08-07,a,289
2020-08-07,ab,52
2020-08-07,b,253
2020-08-07,o,559
2020-08-08,a,556
2020-08-08,ab,134
2020-08-08,b,722
2020-08-08,o,944
2020-08-09,a,617
2020-08-09,ab,152
2020-08-09,b,787
2020-08-09,o,1216
2020-08-10,a,274
2020-08-10,ab,61
2020-08-10,b,314
2020-08-10,o,427
2020-08-11,a,409
2020-08-11,ab,95
2020-08-11,b,399
2020-08-11,o,765
2020-08-12,a,365
2020-08-12,ab,111
2020-08-12,b,426
2020-08-12,o,1380
2020-08-13,a,378
2020-08-13,ab,85
2020-08-13,b,431
2020-08-13,o,610
2020-08-14,a,273
2020-08-14,ab,77
2020-08-14,b,364
2020-08-14,o,626
2020-08-15,a,447
2020-08-15,ab,149
2020-08-15,b,503
2020-08-15,o,823
2020-08-16,a,601
2020-08-16,ab,141
2020-08-16,b,682
2020-08-16,o,1098
2020-08-17,a,206
2020-08-17,ab,70
2020-08-17,b,304
2020-08-17,o,409
2020-08-18,a,311
2020-08-18,ab,68
2020-08-18,b,337
2020-08-18,o,643
2020-08-19,a,451
2020-08-19,ab,143
2020-08-19,b,469
2020-08-19,o,778
2020-08-20,a,338
2020-08-20,ab,101
2020-08-20,b,350
2020-08-20,o,663
2020-08-21,a,254
2020-08-21,ab,76
2020-08-21,b,259
2020-08-21,o,486
2020-08-22,a,313
2020-08-22,ab,90
2020-08-22,b,407
2020-08-22,o,702
2020-08-23,a,590
2020-08-23,ab,197
2020-08-23,b,534
2020-08-23,o,1081
2020-08-24,a,175
2020-08-24,ab,70
2020-08-24,b,417
2020-08-24,o,436
2020-08-25,a,369
2020-08-25,ab,81
2020-08-25,b,378
2020-08-25,o,576
2020-08-26,a,345
2020-08-26,ab,132
2020-08-26,b,428
2020-08-26,o,837
2020-08-27,a,291
2020-08-27,ab,117
2020-08-27,b,379
2020-08-27,o,643
2020-08-28,a,234
2020-08-28,ab,49
2020-08-28,b,176
2020-08-28,o,341
2020-08-29,a,337
2020-08-29,ab,72
2020-08-29,b,415
2020-08-29,o,705
2020-08-30,a,446
2020-08-30,ab,164
2020-08-30,b,333
2020-08-30,o,960
2020-08-31,a,504
2020-08-31,ab,215
2020-08-31,b,914
2020-08-31,o,1402
2020-09-01,a,190
2020-09-01,ab,68
2020-09-01,b,282
2020-09-01,o,436
2020-09-02,a,253
2020-09-02,ab,87
2020-09-02,b,323
2020-09-02,o,620
2020-09-03,a,216
2020-09-03,ab,74
2020-09-03,b,221
2020-09-03,o,398
2020-09-04,a,154
2020-09-04,ab,37
2020-09-04,b,305
2020-09-04,o,269
2020-09-05,a,229
2020-09-05,ab,88
2020-09-05,b,332
2020-09-05,o,597
2020-09-06,a,514
2020-09-06,ab,159
2020-09-06,b,652
2020-09-06,o,870
2020-09-07,a,188
2020-09-07,ab,71
2020-09-07,b,220
2020-09-07,o,367
2020-09-08,a,263
2020-09-08,ab,61
2020-09-08,b,238
2020-09-08,o,554
2020-09-09,a,199
2020-09-09,ab,136
2020-09-09,b,257
2020-09-09,o,473
2020-09-10,a,155
2020-09-10,ab,65
2020-09-10,b,274
2020-09-10,o,552
2020-09-11,a,215
2020-09-11,ab,61
2020-09-11,b,240
2020-09-11,o,630
